run,task_name,dataset_task,model_name,method,prompt_variant,trainable_parameters,max_train_examples,max_eval_examples,primary_metric,primary_metric_value,bleu,rouge_l,accuracy,exact_match_rate,fact_recall_mean,parse_rate,mean_confidence,median_confidence,confidence_correct_mean,confidence_wrong_mean,ece,calibration_accuracy,high_conf_wrong_rate,low_conf_correct_rate,abstention_rate,coverage,selective_accuracy,selective_rouge_l,mean_answer_tokens,mean_response_tokens,mean_sequence_logprob,mean_answer_logprob,abstained_by_text_rate
gpt2_medium_e2e_ft,nlg_e2e,e2e,gpt2-medium,ft,strict,354823168,5000,1000,bleu,0.45393081381634076,0.45393081381634076,0.578584028309487,0.015,0.015,0.9225007936507937,0.0,0.0,0.0,0.0,0.0,0.015,0.985,0.0,0.015,1.0,0.0,0.0,0.0,29.104,63.953,-0.30016101215799607,-0.30016101215799607,0.0
gpt2_medium_e2e_lora,nlg_e2e,e2e,gpt2-medium,lora,strict,393216,5000,1000,bleu,0.4472212838859024,0.4472212838859024,0.5685443660445317,0.002,0.002,0.907990873015873,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.0,0.002,1.0,0.0,0.0,0.0,28.752,63.933,-0.29870290457402576,-0.29870290457402576,0.0
